Wilayah,Dapil,Kecamatan,Kelurahan,TPS,PKB,Gerindra,PDIP,Golkar,NasDem,Garuda,Berkarya,PKS,Perindo,PPP,PSI,PAN,Hanura,Demokrat,PBB,PKPI
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 91,5,24,42,2,8,0,1,42,6,4,12,5,1,18,5,0
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 92,6,34,49,8,19,2,8,41,7,4,8,5,1,12,1,3
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 93,9,32,32,3,47,1,0,35,13,7,7,26,3,11,2,3
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 94,15,29,48,6,29,0,3,33,4,3,10,19,0,12,4,0
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 95,10,22,30,6,15,0,2,24,5,25,2,5,1,8,0,0
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 96,16,21,38,2,6,0,1,30,12,41,4,6,1,6,1,0
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 97,7,35,62,1,14,1,0,38,5,15,8,8,2,4,3,0
Jakarta Utara,3,Tanjung Priok,Sungai Bambu,TPS 98,7,25,16,3,28,1,1,47,8,12,2,8,0,8,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 001,41,44,50,5,13,1,1,22,3,2,7,3,1,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 002,33,56,56,3,7,0,1,23,0,2,8,7,1,6,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 003,42,38,45,3,35,1,2,32,4,2,2,6,0,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 004,99,20,13,1,43,1,1,9,1,4,3,5,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 005,84,24,37,4,3,1,2,8,11,5,9,13,0,9,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 007,48,17,41,4,10,1,0,14,2,3,10,8,1,15,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 008,29,25,80,4,16,1,0,38,2,1,3,16,1,16,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 009,26,22,28,3,77,0,0,14,5,3,3,16,0,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 010,88,36,57,7,31,0,4,34,5,3,0,120,0,22,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 011,21,21,85,5,26,1,4,22,5,2,21,16,0,1,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 012,71,10,60,7,6,0,2,24,3,1,7,25,0,11,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 013,49,18,58,7,16,0,0,14,4,1,18,35,0,9,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 014,37,21,101,8,14,0,2,27,2,3,21,9,2,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 015,5,44,63,5,27,0,3,48,3,3,11,6,0,13,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 016,12,30,45,6,23,0,2,54,4,3,6,6,1,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 017,3,24,72,3,24,0,1,32,4,6,3,8,1,6,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 018,3,22,92,6,13,0,1,14,8,4,22,24,0,5,7,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 019,18,32,56,0,38,1,0,36,4,2,16,16,2,10,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 020,72,18,56,8,14,0,3,23,2,2,32,1,2,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 021,14,21,63,2,22,4,1,51,1,6,2,53,1,12,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 022,8,35,79,6,23,0,1,20,9,3,28,12,0,6,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 023,25,24,52,8,8,0,2,7,7,2,20,16,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 024,15,14,52,4,18,0,1,13,4,3,18,2,1,15,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 025,12,38,36,4,15,0,0,41,7,10,10,24,0,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 026,17,17,82,4,11,1,2,17,6,2,12,21,1,7,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 027,0,25,60,9,6,0,2,17,7,3,14,8,3,11,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 028,8,9,71,3,67,0,0,12,4,14,31,6,0,7,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 029,15,25,59,2,42,1,0,9,8,8,9,12,1,15,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 030,8,34,63,8,14,0,0,13,8,6,6,14,9,32,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 031,5,13,85,9,15,0,2,15,5,1,18,2,0,19,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 032,30,14,47,5,39,2,1,27,15,0,14,11,3,21,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 033,2,14,55,9,26,0,0,10,8,2,3,5,34,6,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 034,11,27,74,5,37,0,3,30,10,3,4,12,11,16,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 035,15,6,44,2,40,0,0,53,2,1,7,4,1,10,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 036,7,16,54,1,64,0,2,49,6,3,9,7,0,9,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 037,19,18,57,5,56,1,0,44,1,1,4,11,0,9,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 038,16,21,56,1,70,0,0,28,3,0,6,10,0,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 039,45,14,49,3,20,0,1,50,9,2,11,27,1,12,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 040,79,7,57,5,20,0,1,31,4,1,7,26,0,9,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 041,6,13,112,29,15,1,4,13,5,0,23,5,2,5,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 042,6,0,121,19,14,0,1,2,1,1,67,0,0,2,0,4
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 043,4,4,113,4,32,0,0,5,3,1,50,1,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 044,1,5,73,7,14,0,0,1,0,0,54,0,0,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 045,4,3,114,9,26,0,0,0,2,0,66,0,0,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 046,16,13,64,1,28,1,1,22,5,4,16,16,2,11,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 047,14,18,45,2,31,2,1,16,5,2,33,6,1,19,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 048,14,13,59,2,17,1,1,58,7,1,10,4,2,21,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 049,14,21,56,4,22,1,1,53,1,3,6,10,3,34,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 050,8,24,41,6,24,0,2,61,7,4,17,3,1,11,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 051,16,23,52,2,43,0,2,23,4,9,19,5,5,13,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 052,18,20,48,4,28,1,7,34,7,10,26,8,0,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 053,19,28,74,3,12,1,1,52,7,5,23,5,3,12,3,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 054,14,9,78,6,15,1,4,45,2,5,18,5,2,9,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 055,37,9,79,2,11,0,0,39,8,1,17,5,4,15,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 057,66,9,33,0,18,0,0,52,4,2,11,7,1,13,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 058,34,18,43,5,17,0,5,25,8,2,11,4,0,10,5,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 059,50,13,39,9,14,0,1,26,8,3,13,4,1,21,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 060,21,13,80,5,12,0,2,27,11,5,22,9,1,10,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 061,25,20,82,7,8,1,1,26,5,2,18,14,0,9,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 062,15,29,54,15,6,0,0,34,8,4,20,9,1,32,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 063,18,16,64,7,21,0,3,39,4,2,12,1,1,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 064,40,16,50,17,16,0,0,42,8,1,18,6,1,11,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 065,13,28,44,7,22,0,1,56,13,4,12,11,1,22,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 066,12,11,44,8,4,0,1,40,7,2,15,6,0,55,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 067,22,18,40,9,11,0,1,39,3,6,11,11,1,28,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 068,6,22,70,12,20,2,0,35,5,5,14,7,0,16,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 069,28,12,53,13,9,0,1,53,7,5,21,10,1,10,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 070,15,24,65,12,7,0,1,27,8,5,12,6,1,16,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 071,87,15,25,3,3,1,0,26,1,0,4,9,0,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 072,14,16,47,3,8,0,1,18,4,0,51,9,0,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 073,19,12,57,4,8,0,1,82,9,5,6,1,1,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 074,23,11,42,3,9,0,2,120,2,1,15,4,0,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 075,8,16,53,1,16,0,1,69,2,0,6,7,0,12,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 076,48,12,29,0,48,1,0,52,2,3,4,6,0,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 077,9,21,58,1,24,0,0,40,7,2,2,5,0,4,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 078,21,12,90,1,10,0,3,63,5,4,4,0,1,18,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 079,32,13,62,2,5,0,0,79,7,4,4,3,0,14,0,1
