Wilayah,Dapil,Kecamatan,Kelurahan,TPS,PKB,Gerindra,PDIP,Golkar,NasDem,Garuda,Berkarya,PKS,Perindo,PPP,PSI,PAN,Hanura,Demokrat,PBB,PKPI
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 010,3,56,22,3,5,0,0,4,4,2,6,4,0,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 011,14,106,7,2,3,1,4,41,2,3,3,3,0,50,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 012,22,49,3,16,5,0,2,13,1,3,0,9,0,92,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 013,4,41,21,5,10,0,3,23,1,1,2,4,1,74,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 014,28,48,9,1,6,0,2,9,3,4,4,7,1,70,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 015,29,35,9,1,0,0,2,21,6,2,7,6,1,51,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 016,32,45,1,2,1,0,1,45,3,2,2,4,1,60,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 019,49,39,12,7,1,0,2,27,5,0,3,7,0,61,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 020,9,85,20,8,6,0,0,6,5,4,8,6,0,95,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 021,6,18,17,3,2,1,1,6,0,4,12,1,0,71,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 023,21,21,6,0,1,0,2,6,0,2,1,2,1,197,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 024,8,20,8,1,0,0,6,26,2,4,3,4,0,180,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 028,14,26,19,1,0,0,3,16,6,0,5,3,0,92,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 030,13,27,0,5,1,1,0,15,1,8,0,2,0,79,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 031,23,14,0,2,3,0,0,7,4,0,3,6,0,66,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 032,5,17,10,1,0,1,0,13,7,2,0,3,0,141,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 033,5,17,10,1,0,1,0,13,7,2,0,3,0,141,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 034,2,42,66,7,7,0,0,19,5,2,11,1,0,6,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 036,4,46,45,18,9,0,3,20,6,3,10,7,0,6,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 037,0,23,37,18,14,0,2,27,5,3,9,3,0,1,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 038,0,0,61,8,4,0,3,4,10,1,15,3,0,16,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 039,7,19,63,11,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 040,1,115,11,3,1,115,11,3,2,1,1,3,1,15,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 041,9,26,40,3,6,0,0,13,6,7,14,10,1,1,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 042,3,19,56,39,4,0,0,5,9,2,16,6,0,11,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 043,3,33,68,28,10,0,1,12,7,1,33,4,0,7,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 044,3,30,26,10,3,0,3,23,3,6,9,17,0,4,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 045,3,30,31,10,2,0,3,22,10,2,6,23,0,9,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 046,6,11,103,14,15,0,1,8,10,8,29,7,3,8,0,3
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 047,6,18,55,41,2,0,0,9,9,1,44,6,2,31,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 048,2,13,104,54,5,1,0,10,8,1,25,9,4,7,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 050,2,1,1,12,18,69,38,26,7,9,8,5,2,21,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 053,15,27,44,62,3,2,5,9,9,4,9,5,3,26,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 054,6,39,42,37,5,3,5,9,5,4,5,7,2,25,3,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 055,6,17,34,62,6,4,4,22,4,2,10,4,1,14,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 056,5,2,47,65,5,1,2,31,2,1,9,6,2,39,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 057,3,11,38,95,3,2,1,19,7,2,12,6,1,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 058,4,30,63,41,2,0,2,29,5,4,14,6,4,13,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 059,11,27,95,34,8,1,0,6,8,1,17,6,2,8,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 060,3,7,56,102,4,0,1,3,9,0,21,3,0,5,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 061,5,16,98,16,7,0,1,12,1,2,41,5,1,3,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 062,4,20,105,7,8,1,0,7,6,0,1,2,0,1,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 063,2,21,92,8,13,0,0,4,0,0,61,0,1,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 064,24,13,47,17,7,0,4,11,4,1,38,2,0,8,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 066,2,30,101,28,6,0,4,6,3,2,11,11,2,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 067,25,25,72,19,4,0,14,29,1,3,21,4,1,9,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 068,2,17,32,30,1,1,11,26,6,0,16,2,0,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 069,5,19,20,28,4,0,10,19,5,3,16,4,1,12,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 070,79,11,30,9,13,0,3,5,1,1,4,1,0,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 071,31,9,78,9,6,0,6,4,5,0,32,2,1,2,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 072,126,10,72,19,1,0,6,11,5,5,16,4,5,4,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 073,52,9,64,5,16,0,0,2,3,2,14,0,0,3,4,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 074,20,15,38,98,2,0,2,11,9,5,10,2,0,12,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 075,34,16,37,26,3,1,2,19,6,3,5,6,2,14,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 076,16,8,127,24,8,0,5,18,7,4,20,2,0,4,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 077,44,10,93,5,9,1,1,15,5,3,36,6,0,16,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 079,35,18,72,11,2,1,1,51,5,13,4,8,0,12,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 080,4,17,32,41,6,0,0,18,10,6,9,0,0,10,2,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 081,48,28,73,15,8,0,10,17,3,1,13,2,1,2,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 082,7,14,39,64,3,0,4,30,8,1,5,2,0,8,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 083,7,21,59,13,9,0,4,47,9,2,5,7,2,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 085,2,11,48,122,2,0,5,21,6,3,2,2,2,9,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 086,4,30,36,27,4,0,2,17,3,1,0,10,0,18,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 088,4,32,26,22,2,0,1,19,3,3,6,12,0,9,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 089,5,25,40,4,6,3,1,6,8,5,7,7,0,47,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 090,7,9,35,11,6,2,4,24,9,5,1,10,1,66,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 091,7,20,48,8,5,1,1,14,4,7,9,4,1,35,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 092,10,21,56,13,6,1,0,19,4,3,6,5,1,20,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 093,5,23,49,4,3,0,4,14,4,3,6,6,0,16,2,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 094,14,37,53,7,2,3,0,16,4,4,3,40,0,25,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 095,11,27,33,7,3,1,1,18,7,5,2,8,0,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 096,10,19,55,6,2,0,1,12,6,2,5,0,0,17,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 097,5,41,29,13,2,3,2,33,6,6,4,19,3,47,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 098,11,29,55,13,3,4,7,23,6,3,9,23,3,35,0,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 099,7,35,58,26,2,1,5,16,11,7,12,16,2,70,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 100,5,24,37,13,2,1,1,10,6,6,3,5,4,44,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 101,4,19,35,2,2,1,0,21,6,4,3,4,1,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 102,10,25,74,28,3,1,2,13,9,5,6,8,0,10,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 103,4,23,40,8,1,2,2,21,5,0,4,11,6,14,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 104,17,2,32,7,0,0,1,10,8,2,5,16,1,70,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 105,15,31,60,11,3,1,3,3,4,2,18,6,0,18,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 106,3,25,61,10,7,3,2,19,7,4,10,7,0,13,4,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 108,31,19,44,5,2,5,1,16,5,3,7,10,1,52,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 109,14,50,49,19,4,1,5,23,4,7,2,7,1,26,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 110,6,17,44,26,3,1,0,30,49,3,4,11,1,26,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 111,7,35,78,18,2,2,2,13,15,4,6,9,0,18,4,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 113,0,5,101,5,9,0,0,1,1,0,74,0,0,2,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 114,8,23,61,9,10,0,1,6,4,2,48,9,0,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 115,0,3,84,5,9,0,3,1,0,0,66,0,0,1,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 116,5,24,67,12,17,0,10,5,2,2,25,3,0,9,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 117,1,29,65,4,6,0,27,18,2,3,27,3,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 118,6,46,50,46,4,1,5,3,3,0,2,1,3,37,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 119,3,20,65,22,4,0,2,3,4,2,40,0,0,5,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 120,1,33,42,3,18,2,12,15,1,2,22,2,0,6,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 121,1,23,50,6,16,0,18,7,4,7,0,2,1,1,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 122,4,22,83,14,17,0,13,3,13,3,18,11,1,14,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 123,2,20,71,19,6,0,3,11,8,0,22,9,7,7,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 124,8,37,9,14,8,0,6,9,3,6,11,33,0,6,2,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 125,1,12,90,5,9,0,18,11,1,0,37,6,0,3,1,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 126,1,10,114,25,9,0,2,0,2,0,53,0,0,5,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 127,2,23,59,26,4,0,0,24,6,0,20,11,0,7,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 128,6,17,84,38,5,0,6,18,3,2,19,1,1,19,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 129,9,27,29,70,7,0,4,18,4,7,10,5,0,13,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 131,1,22,76,30,8,1,4,2,7,1,21,3,0,29,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 132,30,19,71,10,4,0,12,7,6,5,28,7,0,10,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 133,79,8,37,5,2,0,23,2,1,0,10,15,0,35,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 134,64,47,37,8,2,1,7,7,2,5,8,17,5,13,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 135,70,23,26,17,1,0,11,12,4,2,4,12,0,8,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 136,34,16,85,15,8,0,8,15,5,5,14,3,0,7,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 138,10,17,23,46,8,0,6,9,3,18,18,11,1,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 139,8,19,9,89,4,0,3,5,9,0,6,9,0,5,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 140,12,25,52,15,3,0,3,9,5,4,9,5,1,26,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 141,4,43,20,65,5,0,0,9,5,4,15,13,2,18,0,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 142,9,16,42,32,5,0,9,5,2,1,6,4,0,9,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 143,7,18,46,25,18,1,9,12,5,4,7,9,0,18,2,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 144,14,11,68,13,6,2,2,10,5,1,20,3,0,20,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 145,10,8,53,34,3,0,8,15,8,2,41,2,0,1,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 146,9,19,59,25,7,0,14,8,5,2,4,0,0,15,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 147,15,8,57,21,6,0,6,11,8,1,2,6,0,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 148,35,21,79,7,1,1,7,12,2,6,1,1,0,17,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 149,39,18,59,4,1,0,10,8,2,3,2,7,0,10,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 150,29,8,60,31,7,0,3,6,3,3,12,11,2,13,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 151,15,10,63,14,6,0,15,9,5,7,24,8,0,16,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 152,5,9,61,14,5,0,22,6,6,6,8,5,0,20,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 153,7,64,45,10,5,2,2,11,6,5,6,5,2,33,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 154,16,55,39,15,4,1,3,18,7,4,5,9,1,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 155,5,16,71,4,17,0,2,14,1,4,43,7,0,13,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 156,15,29,32,12,25,4,1,8,2,5,1,7,0,47,5,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 157,7,26,37,7,27,2,1,10,7,1,3,4,1,38,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 159,5,8,22,10,17,2,4,18,0,0,4,40,0,12,6,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 160,1,30,61,11,5,1,1,8,5,6,15,8,6,24,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 161,12,46,46,8,8,0,3,25,6,5,13,14,1,10,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 162,4,28,20,6,26,2,4,23,0,10,0,5,0,25,1,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 163,4,8,25,9,34,2,1,3,1,1,14,0,12,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 165,5,29,74,6,6,1,4,21,4,3,27,8,0,16,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 166,5,45,58,14,7,0,0,9,7,2,3,3,5,11,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 167,6,28,22,12,7,0,2,7,2,3,6,10,0,4,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 168,7,26,80,8,2,0,36,1,5,5,6,2,0,2,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 169,10,49,62,11,3,0,3,11,5,1,20,7,5,3,1,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 171,8,47,51,22,4,1,24,21,2,7,2,8,1,8,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 172,6,32,41,55,4,0,3,16,4,4,9,2,0,7,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 173,12,20,48,26,24,4,1,11,1,9,13,13,0,22,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 174,4,37,55,10,8,8,22,22,8,9,13,11,0,37,4,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 175,6,35,66,22,6,0,4,36,5,7,20,7,1,7,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 176,8,53,30,20,1,0,6,20,8,27,2,5,1,6,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 177,10,34,40,12,4,2,4,25,7,21,5,9,1,15,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 178,1,30,46,21,2,2,16,25,4,6,6,12,0,61,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 180,4,12,48,28,9,0,1,5,8,4,18,24,0,30,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 183,5,25,42,4,3,1,0,5,4,2,12,24,2,64,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 184,13,62,161,22,10,3,21,22,0,5,30,29,0,11,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 185,7,30,52,23,5,0,12,24,27,9,14,16,0,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 186,3,22,55,26,6,0,2,8,5,1,16,4,0,5,0,3
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 187,7,43,37,27,6,0,1,28,11,6,5,7,0,22,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 190,21,36,53,28,8,1,1,18,4,8,4,5,12,27,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 191,6,21,47,16,5,9,2,8,2,0,14,2,2,21,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 194,7,40,82,6,12,6,1,6,6,3,22,2,4,23,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 196,19,22,41,31,36,0,2,8,5,8,12,4,15,28,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 197,16,27,39,63,10,0,1,15,3,2,6,6,29,23,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 199,0,6,101,4,4,0,2,2,1,0,48,1,0,5,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 201,2,4,59,23,4,1,0,28,4,5,31,9,0,4,0,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 203,1,35,45,9,4,3,0,5,5,25,12,8,2,37,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 204,14,19,59,50,9,1,1,15,5,3,14,0,0,10,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 205,2,17,51,26,12,0,2,6,4,7,14,6,0,12,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 206,6,2,7,1,7,0,0,5,6,2,0,0,1,3,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 207,22,9,43,22,26,0,1,37,5,4,3,6,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 208,27,26,43,28,6,1,0,15,5,15,4,12,0,22,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 209,15,39,48,7,20,0,3,14,4,6,3,19,1,7,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 210,6,14,14,30,2,1,6,20,46,4,2,29,1,114,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 211,12,36,21,7,1,0,2,0,19,4,1,20,2,12,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 212,7,39,22,28,7,1,5,12,21,4,2,32,0,13,1,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 213,4,36,25,10,10,0,3,15,19,5,3,28,0,16,0,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 214,21,54,20,10,3,0,1,7,10,1,3,18,0,9,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 215,6,27,31,15,6,0,9,6,15,4,0,17,0,16,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 218,6,43,19,16,4,0,4,12,32,3,3,28,1,16,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 219,46,33,15,38,2,0,2,22,28,2,0,4,1,13,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 220,6,21,25,23,2,4,0,6,28,3,4,16,1,61,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 221,4,27,25,12,4,1,27,56,9,3,1,7,0,19,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 222,5,21,47,10,6,1,34,8,8,4,1,31,1,8,2,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 223,4,24,23,5,3,0,10,18,22,1,1,90,0,17,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 224,23,34,16,8,3,8,3,11,11,0,4,14,4,67,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 225,9,13,18,31,2,0,0,0,28,8,1,31,0,58,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 226,4,28,11,36,4,2,3,8,29,2,2,20,0,13,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 227,10,23,5,35,3,0,8,15,31,6,2,35,1,24,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 228,1,15,16,18,9,0,1,9,23,6,9,19,0,30,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 229,18,11,15,44,4,8,5,13,33,8,3,4,3,80,0,0
